electrical_capacity;energy_source_level_1;energy_source_level_2;energy_source_level_3;technology;data_source;nuts_1_region;nuts_2_region;nuts_3_region;lon;lat;municipality;municipality_code;postcode;address;federal_state;commissioning_date;decommissioning_date;voltage_level;eeg_id;dso;dso_id;tso
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE71;DE71E;9.07728712;50.35913788;Ortenberg;6440019.0;63683.0;;Hamburg;1957-12-11;;low voltage;;ovag Netz GmbH;10001836.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;11.91201763;49.82645105;;9377128.0;95506.0;;Brandenburg;1957-12-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.023;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.81417714;48.95875971;;9278171.0;94366.0;;Brandenburg;1957-12-19;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.26849019;49.94130224;;9377141.0;95666.0;;Brandenburg;1957-12-23;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.63802966;47.73004915;Ruhpolding;9189140.0;83324.0;;Brandenburg;1958-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.11;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.82127607;49.11753158;Beratzhausen;9375118.0;93176.0;;Brandenburg;1958-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.075;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE132;7.962248687;47.90916839;Oberried;8315084.0;79254.0;;Baden-Württemberg;1958-01-01;;low voltage;;bnNETZE GmbH;10003005.0;TransnetBW
0.028;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;;9373143.0;92331.0;;Brandenburg;1958-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE12;DE12C;8.327378104;48.53607586;;8237004.0;72270.0;;Baden-Württemberg;1958-01-01;;low voltage;;Gemeindewerke Baiersbronn;10001510.0;TransnetBW
0.043;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.99321409;49.18804978;Arrach;9372113.0;93474.0;;Brandenburg;1958-01-01;;low voltage;;EW Geiger GmbH;10001115.0;TenneT
0.004;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.3337219;49.62412251;;9374162.0;92648.0;;Brandenburg;1958-01-21;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.73916845;48.04629928;;9189152.0;84529.0;;Brandenburg;1958-02-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.4870739;49.12190416;;9373112.0;92334.0;;Brandenburg;1958-02-12;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0125;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;;9373151.0;92331.0;;Brandenburg;1958-02-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0295;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.39316406;49.49684765;;9376171.0;92552.0;;Brandenburg;1958-02-19;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0425;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.82127607;49.11753158;Beratzhausen;9375118.0;93176.0;;Brandenburg;1958-02-24;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.13;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.20629145;49.39663473;Schwarzach;9376162.0;92548.0;;Brandenburg;1958-03-14;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;11.89439468;49.78598074;;9374148.0;92724.0;;Brandenburg;1958-03-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;;9376160.0;92539.0;;Brandenburg;1958-03-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0162;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.21708857;48.55857061;;9275138.0;94496.0;;Brandenburg;1958-03-18;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.023;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21K;12.08116072;47.73089207;;9187120.0;83098.0;;Brandenburg;1958-03-25;;low voltage;;Wendelsteinbahn Verteilnetz GmbH;10001691.0;TenneT
0.0095;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.96754754;48.55059742;;9277126.0;84381.0;;Brandenburg;1958-04-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.45329033;49.49084455;;9376151.0;92526.0;;Brandenburg;1958-04-24;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.029;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.29682799;49.41973916;;9376112.0;92540.0;;Brandenburg;1958-05-07;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.59736272;48.65027558;;9279125.0;94437.0;;Brandenburg;1958-05-16;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DEF;DEF0;DEF0C;9.607465308;54.46041128;;1059078.0;24884.0;;Saarland;1958-06-01;;low voltage;;Schleswig-Holstein Netz AG;10003299.0;TenneT
0.5;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB2;DEB21;6.696566235;49.73638933;Trier;7211000.0;54296.0;;Rheinland-Pfalz;1958-06-01;;medium voltage;;SWT Stadtwerke Trier Versorgungs-GmbH;10001285.0;Amprion
0.0063;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;12.14041223;48.73728984;;9274153.0;84088.0;;Brandenburg;1958-06-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.64212448;48.57457845;;9279134.0;94419.0;;Brandenburg;1958-06-03;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.6215583;48.31458587;;9171127.0;84568.0;;Brandenburg;1958-06-06;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.45329033;49.49084455;;9376151.0;92526.0;;Brandenburg;1958-06-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.094;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.82437965;48.63965892;Eichendorf;9279113.0;94428.0;;Brandenburg;1958-06-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.99673361;48.68845974;Osterhofen;9271141.0;94486.0;;Brandenburg;1958-06-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.68866614;49.38087061;;9372171.0;93449.0;;Brandenburg;1958-06-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;;9376160.0;92539.0;;Brandenburg;1958-06-25;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE91;DE91C;9.942743214;51.50920631;;3159016.0;37083.0;;Niedersachsen;1958-06-29;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.04;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE734;9.520832263;51.50614361;Hofgeismar;6633013.0;34369.0;;Hamburg;1958-07-01;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.4832319;49.89084917;;9377139.0;95695.0;;Brandenburg;1958-07-15;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0175;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.71499803;48.29653246;;9171129.0;84571.0;;Brandenburg;1958-08-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.105;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.54457826;48.81355858;Freyung;9272118.0;94078.0;;Brandenburg;1958-08-13;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1958-08-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.61028534;48.20356888;;9171133.0;84577.0;;Brandenburg;1958-08-27;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.072;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.99673361;48.68845974;Osterhofen;9271141.0;94486.0;;Brandenburg;1958-08-27;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42571768;49.57269958;;9374137.0;92709.0;;Brandenburg;1958-09-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE219;11.5063124;48.99821519;;9176114.0;92339.0;;Brandenburg;1958-09-06;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE735;9.275186088;51.04576061;;6634001.0;34582.0;;Hamburg;1958-09-10;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.82437965;48.63965892;Eichendorf;9279113.0;94428.0;;Brandenburg;1958-09-19;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.065;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.88469107;49.16267052;Bad Kötzting;9372137.0;93444.0;;Brandenburg;1958-09-23;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0135;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1958-09-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.06;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.36461502;48.63596243;Tiefenbach;9275151.0;94113.0;;Brandenburg;1958-09-29;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.4174323;49.40927958;;9376122.0;92542.0;;Brandenburg;1958-10-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.08;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;13.12362373;48.41080611;Bayerbach;9277112.0;94137.0;;Brandenburg;1958-10-28;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.225;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;13.12362373;48.41080611;Bayerbach;9277112.0;94137.0;;Brandenburg;1958-11-04;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.1;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.91548054;48.85470814;Metten;9271132.0;94526.0;;Brandenburg;1958-11-11;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.072;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;Lupburg;9373143.0;92331.0;;Brandenburg;1958-11-12;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.41;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.51754911;48.75563542;Röhrnbach;9272141.0;94133.0;;Brandenburg;1958-11-12;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.04;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.00684839;49.91906995;Pullenreuth;9377148.0;95704.0;;Brandenburg;1958-11-14;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.35762034;49.44443903;;9376148.0;92545.0;;Brandenburg;1958-11-26;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.053;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.94327379;49.01903393;Nittendorf;9375175.0;93152.0;;Brandenburg;1958-11-27;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.90662279;48.91490198;;9271116.0;94505.0;;Brandenburg;1958-12-03;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.82127607;49.11753158;Beratzhausen;9375118.0;93176.0;;Brandenburg;1958-12-04;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.059;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.03130095;49.83489415;Erbendorf;9377116.0;92681.0;;Brandenburg;1958-12-05;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.008;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.62723824;48.64982329999999;;9275126.0;94051.0;;Brandenburg;1958-12-09;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.68421761;49.36326802;;9371132.0;92280.0;;Brandenburg;1958-12-10;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.21708857;48.55857061;;9275138.0;94496.0;;Brandenburg;1958-12-12;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.316;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE13;DE139;7.834978407;47.68327663;Hausen;8336036.0;79688.0;;Baden-Württemberg;1958-12-15;;low voltage;;ED Netze GmbH;10001411.0;TransnetBW
0.225;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;Schönsee;9376160.0;92539.0;;Brandenburg;1958-12-15;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.32833379;49.6810811;;9374165.0;92727.0;;Brandenburg;1958-12-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.013;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.40158626;49.70870312;;9374123.0;92697.0;;Brandenburg;1958-12-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.006;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.10230945;49.8417018;;9377132.0;92703.0;;Brandenburg;1958-12-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;11.92967855;49.86481292;;9377129.0;95478.0;;Brandenburg;1958-12-23;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.11;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.94327379;49.01903393;Nittendorf;9375175.0;93152.0;;Brandenburg;1958-12-24;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0125;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.26849019;49.94130224;;9377141.0;95666.0;;Brandenburg;1958-12-30;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.25;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.51754911;48.75563542;Röhrnbach;9272141.0;94133.0;;Brandenburg;1959-01-01;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.294;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.12669271;49.38344246;Schwarzenfeld;9376163.0;92521.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.07978674;48.90984332;;9276116.0;94253.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.005;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;;9373151.0;92331.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42571768;49.57269958;;9374137.0;92709.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;Schönsee;9376160.0;92539.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42126332;49.64957166;;9374147.0;92714.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.68866614;49.38087061;;9372171.0;93449.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.085;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.98111485;49.13259798;Arnbruck;9276113.0;93471.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.004;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.45329033;49.49084455;;9376151.0;92526.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.024;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.78536283;49.61183867;;9371156.0;92249.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;;9376160.0;92539.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE217;11.55130967;48.32021921;Haimhausen;9174121.0;85778.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;E-Werke Haniel Haimhausen OHG;10000813.0;TenneT
0.043;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.40158626;49.70870312;Georgenberg;9374123.0;92697.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.3337219;49.62412251;;9374162.0;92648.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.046;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.71444648;48.65604347;Landau;9279122.0;94405.0;;Brandenburg;1959-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;13.04527528;49.20949583;Lam;9372138.0;93462.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0096;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.47732336;48.91143359;;9272146.0;94556.0;;Brandenburg;1959-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.076;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.82437965;48.63965892;Eichendorf;9279113.0;94428.0;;Brandenburg;1959-01-07;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.76802277;48.62233302;;9275156.0;94110.0;;Brandenburg;1959-01-21;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.4870739;49.12190416;;9373112.0;92334.0;;Brandenburg;1959-02-05;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.016;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.94324082;49.31301206;;9372124.0;93458.0;;Brandenburg;1959-02-15;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.82790514;48.72887644;;9273177.0;93358.0;;Brandenburg;1959-02-26;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.65991089;49.13146014;;9372164.0;93455.0;;Brandenburg;1959-03-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;12.05847005;48.84568033;;9273141.0;84085.0;;Brandenburg;1959-03-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0065;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.68866614;49.38087061;;9372171.0;93449.0;;Brandenburg;1959-04-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.76802277;48.62233302;Wegscheid;9275156.0;94110.0;;Brandenburg;1959-04-06;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE91;DE918;9.682837719;51.64644271;;3155012.0;37170.0;;Niedersachsen;1959-04-09;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.64551101;49.08873767;;9373115.0;92363.0;;Brandenburg;1959-04-10;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.085;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE91;DE91C;9.946114946;51.42535742;Friedland;3159013.0;37133.0;;Niedersachsen;1959-04-23;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.04;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3K;7.83089397;49.09081851;Bobenthal;7340033.0;76891.0;;Rheinland-Pfalz;1959-05-12;;low voltage;;Pfalzwerke Netz AG;10002992.0;Amprion
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.24580801;49.11791851;;9375119.0;93170.0;;Brandenburg;1959-05-12;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3G;7.611189157;49.58345554;Wolfstein;7336105.0;67752.0;;Rheinland-Pfalz;1959-05-12;;low voltage;;Pfalzwerke Netz AG;10002992.0;Amprion
0.175;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3G;7.611189157;49.58345554;Wolfstein;7336105.0;67752.0;;Rheinland-Pfalz;1959-05-12;;low voltage;;Pfalzwerke Netz AG;10002992.0;Amprion
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;;9376160.0;92539.0;;Brandenburg;1959-05-15;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.014;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.41052123;49.80548215;;9377112.0;95671.0;;Brandenburg;1959-06-11;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0095;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.12204944;49.58438601;;9374133.0;92706.0;;Brandenburg;1959-06-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.42571768;49.57269958;Moosbach;9374137.0;92709.0;;Brandenburg;1959-06-22;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DEA;DEA4;DEA44;9.17984388;51.70887768;;5762016.0;33034.0;;Nordrhein-Westfalen;1959-07-01;;low voltage;;EAM Netz GmbH;10003990.0;TenneT
0.0128;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.96754754;48.55059742;;9277126.0;84381.0;;Brandenburg;1959-07-31;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.68355043;49.00026296;;9278134.0;94354.0;;Brandenburg;1959-08-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.96754754;48.55059742;;9277126.0;84381.0;;Brandenburg;1959-08-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.21708857;48.55857061;;9275138.0;94496.0;;Brandenburg;1959-08-19;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.81470668;49.1676278;Blaibach;9372115.0;93476.0;;Brandenburg;1959-08-20;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1959-09-03;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
